序号,CIDR归属厂商,CIDR归属地,CIDR,IP数量,IP列表
8090,OVHcloud - Austria,奥地利 Vienna 維也納,141.227.165.0/24,1,141.227.165.228
8091,OVH Hispano,西班牙 马德里自治区 马德里,141.227.188.0/24,1,141.227.188.153
8092,Oracle Cloud Infrastructure (eu-madrid-1),西班牙 马德里自治区 马德里,141.253.194.0/24,1,141.253.194.63
8093,Clientid7393,瑞士 苏黎世州 苏黎世,141.255.164.0/24,1,141.255.164.15
8094,GreencloudVPS JSC,美国 纽约州 紐約,142.4.37.0/24,1,142.4.37.136
8095,GreencloudVPS JSC,美国 纽约州 紐約,142.4.38.0/24,1,142.4.38.40
8096,"OVH Hosting, Inc.",加拿大 Quebec 蒙特利尔,142.4.215.0/24,1,142.4.215.110
8097,Fusion Media Limited,英属维尔京群岛 Tortola 罗德城,142.54.23.0/24,1,142.54.23.15
8098,Leaseweb Singapore Pte. LTD,新加坡 Central Singapore 新加坡,142.91.103.0/24,1,142.91.103.90
8099,Leaseweb Japan K.K,日本 东京都 Koto-ku,142.91.106.0/24,1,142.91.106.99
8100,"DigitalOcean, LLC",英国 英格兰 Slough,142.93.42.0/24,1,142.93.42.57
8101,"DigitalOcean, LLC",英国 英格兰 Slough,142.93.45.0/24,1,142.93.45.254
8102,"DigitalOcean, LLC",英国 英格兰 Slough,142.93.47.0/24,1,142.93.47.157
8103,"DigitalOcean, LLC",德国 黑森州 法兰克福,142.93.102.0/24,1,142.93.102.20
8104,"DigitalOcean, LLC",德国 黑森州 法兰克福,142.93.103.0/24,1,142.93.103.17
8105,"DigitalOcean, LLC",德国 黑森州 法兰克福,142.93.104.0/24,1,142.93.104.224
8106,"DigitalOcean, LLC",德国 黑森州 法兰克福,142.93.109.0/24,1,142.93.109.192
8107,"DigitalOcean, LLC",德国 黑森州 法兰克福,142.93.111.0/24,1,142.93.111.174
8108,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.128.0/24,1,142.93.128.40
8109,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.130.0/24,1,142.93.130.29
8110,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.131.0/24,1,142.93.131.113
8111,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.132.0/24,1,142.93.132.36
8112,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.135.0/24,1,142.93.135.188
8113,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.136.0/24,1,142.93.136.4
8114,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.140.0/24,1,142.93.140.86
8115,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.142.0/24,1,142.93.142.199
8116,"DigitalOcean, LLC",加拿大 安大略 多伦多,142.93.152.0/24,1,142.93.152.236
8117,"DigitalOcean, LLC",加拿大 安大略 多伦多,142.93.154.0/24,1,142.93.154.249
8118,"DigitalOcean, LLC",加拿大 安大略 多伦多,142.93.159.0/24,1,142.93.159.76
8119,"DigitalOcean, LLC",德国 黑森州 法兰克福,142.93.160.0/24,1,142.93.160.43
8120,"DigitalOcean, LLC",德国 黑森州 法兰克福,142.93.162.0/24,1,142.93.162.114
8121,"DigitalOcean, LLC",德国 黑森州 法兰克福,142.93.164.0/24,1,142.93.164.200
8122,"DigitalOcean, LLC",德国 黑森州 法兰克福,142.93.170.0/24,1,142.93.170.157
8123,"DigitalOcean, LLC",德国 黑森州 法兰克福,142.93.173.0/24,1,142.93.173.72
8124,"DigitalOcean, LLC",美国 新泽西州 克利夫頓,142.93.176.0/24,1,142.93.176.217
8125,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.224.0/24,1,142.93.224.188
8126,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.226.0/24,1,142.93.226.43
8127,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.227.0/24,1,142.93.227.240
8128,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.235.0/24,1,142.93.235.4
8129,"DigitalOcean, LLC",荷兰 北荷兰省 阿姆斯特丹,142.93.239.0/24,1,142.93.239.223
8130,Evoxt,荷兰 北荷兰省 哈勒姆,142.111.194.0/24,1,142.111.194.4
8131,Hetzner,德国 萨克森自由州 Falkenstein,142.132.176.0/24,1,142.132.176.167
8132,Hetzner,德国 萨克森自由州 Falkenstein,142.132.178.0/24,1,142.132.178.99
8133,Ambyre LLC,美国 密苏里州 North Kansas City,142.248.80.0/24,1,142.248.80.169
8134,WAP.AC Broadband Taiwan,中国台湾 臺灣省 or 台灣省 桃園區,142.249.60.0/24,1,142.249.60.51
8135,Doprax ApS,德国 黑森州 兰河畔林堡,143.14.59.0/24,1,143.14.59.121
8136,Zouter Limited,中国香港 葵青區 葵涌,143.14.189.0/24,1,143.14.189.170
8137,Zouter Limited,中国香港 葵青區 葵涌,143.20.156.0/24,1,143.20.156.116
8138,Asmbp LLC,美国 加州 洛杉矶,143.20.196.0/24,1,143.20.196.124
8139,Linode,新加坡 North West 新加坡,143.42.66.0/24,1,143.42.66.91
8140,Oracle Cloud Infrastructure (us-ashburn-1),美国 弗吉尼亚州 Ashburn,143.47.96.0/24,1,143.47.96.200
8141,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.110.131.0/24,1,143.110.131.126
8142,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.110.133.0/24,1,143.110.133.216
8143,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.110.156.0/24,1,143.110.156.78
8144,"DigitalOcean, LLC",英国 英格兰 Slough,143.110.160.0/24,1,143.110.160.185
8145,"DigitalOcean, LLC",英国 英格兰 Slough,143.110.161.0/24,1,143.110.161.220
8146,"DigitalOcean, LLC",英国 英格兰 Slough,143.110.163.0/24,1,143.110.163.137
8147,"DigitalOcean, LLC",英国 英格兰 Slough,143.110.164.0/24,1,143.110.164.56
8148,"DigitalOcean, LLC",英国 英格兰 Slough,143.110.169.0/24,1,143.110.169.110
8149,"DigitalOcean, LLC",英国 英格兰 Slough,143.110.170.0/24,1,143.110.170.188
8150,"DigitalOcean, LLC",英国 英格兰 Slough,143.110.171.0/24,1,143.110.171.182
8151,"DigitalOcean, LLC",英国 英格兰 Slough,143.110.173.0/24,1,143.110.173.56
8152,"DigitalOcean, LLC",印度 卡纳塔克邦 班加羅爾,143.110.188.0/24,1,143.110.188.241
8153,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.110.226.0/24,1,143.110.226.183
8154,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.110.231.0/24,1,143.110.231.86
8155,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.110.234.0/24,1,143.110.234.232
8156,"DigitalOcean, LLC",美国 新泽西州 克利夫頓,143.198.31.0/24,1,143.198.31.221
8157,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.48.0/24,1,143.198.48.219
8158,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.51.0/24,1,143.198.51.244
8159,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.53.0/24,1,143.198.53.171
8160,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.54.0/24,1,143.198.54.24
8161,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.56.0/24,1,143.198.56.191
8162,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.60.0/24,1,143.198.60.71
8163,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.68.0/24,1,143.198.68.232
8164,"DigitalOcean, LLC",新加坡 South West 新加坡,143.198.80.0/24,1,143.198.80.220
8165,"DigitalOcean, LLC",新加坡 South West 新加坡,143.198.85.0/24,1,143.198.85.145
8166,"DigitalOcean, LLC",新加坡 South West 新加坡,143.198.87.0/24,1,143.198.87.50
8167,"DigitalOcean, LLC",新加坡 South West 新加坡,143.198.88.0/24,1,143.198.88.27
8168,"DigitalOcean, LLC",新加坡 South West 新加坡,143.198.90.0/24,1,143.198.90.188
8169,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.97.0/24,1,143.198.97.84
8170,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.99.0/24,1,143.198.99.229
8171,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.100.0/24,1,143.198.100.0
8172,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.106.0/24,1,143.198.106.68
8173,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.109.0/24,1,143.198.109.48
8174,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.154.0/24,1,143.198.154.123
8175,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.155.0/24,1,143.198.155.51
8176,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.158.0/24,1,143.198.158.87
8177,"DigitalOcean, LLC",美国 新泽西州 北伯根,143.198.166.0/24,1,143.198.166.83
8178,"DigitalOcean, LLC",美国 新泽西州 北伯根,143.198.175.0/24,1,143.198.175.1
8179,"DigitalOcean, LLC",美国 新泽西州 北伯根,143.198.187.0/24,1,143.198.187.134
8180,"DigitalOcean, LLC",美国 新泽西州 北伯根,143.198.191.0/24,1,143.198.191.118
8181,"DigitalOcean, LLC",新加坡 South West 新加坡,143.198.203.0/24,1,143.198.203.199
8182,"DigitalOcean, LLC",新加坡 South West 新加坡,143.198.209.0/24,1,143.198.209.123
8183,"DigitalOcean, LLC",新加坡 South West 新加坡,143.198.211.0/24,1,143.198.211.180
8184,"DigitalOcean, LLC",新加坡 South West 新加坡,143.198.219.0/24,1,143.198.219.131
8185,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.224.0/24,1,143.198.224.105
8186,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.225.0/24,1,143.198.225.58
8187,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.226.0/24,1,143.198.226.16
8188,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.227.0/24,1,143.198.227.174
8189,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.230.0/24,1,143.198.230.169
8190,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.234.0/24,1,143.198.234.15
8191,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.198.235.0/24,1,143.198.235.196
8192,"DigitalOcean, LLC",美国 新泽西州 北伯根,143.244.160.0/24,1,143.244.160.241
8193,"DigitalOcean, LLC",美国 加州 圣克拉拉,143.244.190.0/24,1,143.244.190.195
8194,AKILE-LAX,美国 加州 洛杉矶,143.246.58.0/24,1,143.246.58.11
8195,AKILE-LAX,美国 加州 洛杉矶,143.246.59.0/24,1,143.246.59.177
8196,AKILE-LAX,美国 加州 洛杉矶,143.246.61.0/24,1,143.246.61.8
8197,AKILE-LAX,美国 加州 洛杉矶,143.246.63.0/24,1,143.246.63.185
8198,YottaSrc,美国 纽约州 紐約,143.246.138.0/24,1,143.246.138.203
8199,Oracle Cloud Infrastructure (ap-chuncheon-1),韩国 Gangwon-do 春川市,144.24.68.0/24,1,144.24.68.111
8200,Oracle Cloud Infrastructure (ap-chuncheon-1),韩国 Gangwon-do 春川市,144.24.73.0/24,1,144.24.73.232
8201,Oracle Cloud Infrastructure (eu-marseille-1),法国 普罗旺斯-阿尔卑斯-蔚蓝海岸大区 马赛,144.24.207.0/24,1,144.24.207.108
8202,H2nexus LTD,波兰 Mazovia 华沙,144.31.0.0/24,1,144.31.0.134
8203,H2nexus LTD,波兰 Mazovia 华沙,144.31.2.0/24,1,144.31.2.121
8204,Senko Digital LLC,德国 黑森州 法兰克福,144.31.17.0/24,1,144.31.17.52
8205,Node Host Limited,芬兰 新地区 赫尔辛基,144.31.28.0/24,1,144.31.28.106
8206,Baxet Group Inc,英国 英格兰 倫敦金融城,144.31.58.0/24,1,144.31.58.51
8207,u1host Finland,芬兰 新地区 赫尔辛基,144.31.67.0/24,1,144.31.67.127
8208,u1host Finland,芬兰 新地区 赫尔辛基,144.31.71.0/24,1,144.31.71.182
8209,u1host ltd,德国 黑森州 法兰克福,144.31.73.0/24,1,144.31.73.222
8210,u1host ltd,德国 黑森州 法兰克福,144.31.77.0/24,1,144.31.77.92
8211,"Cloud Hosting Solutions, Limited",德国 黑森州 法兰克福,144.31.80.0/24,1,144.31.80.79
8212,Senko Digital LLC,德国 黑森州 法兰克福,144.31.85.0/24,1,144.31.85.72
8213,Hostoff Limited,荷兰 林堡省 Eygelshoven,144.31.100.0/24,1,144.31.100.143
8214,SERV.HOST GROUP LTD,德国 黑森州 法兰克福,144.31.108.0/24,1,144.31.108.34
8215,SERV.HOST GROUP LTD,芬兰 新地区 赫尔辛基,144.31.109.0/24,1,144.31.109.167
8216,Senko Digital LLC,德国 黑森州 法兰克福,144.31.117.0/24,1,144.31.117.240
8217,H2nexus LTD,德国 黑森州 法兰克福,144.31.125.0/24,1,144.31.125.243
8218,Xorek Cloud,芬兰 新地区 赫尔辛基,144.31.126.0/24,1,144.31.126.104
8219,H2nexus,白俄罗斯 明斯克 明斯克市,144.31.129.0/24,1,144.31.129.7
8220,Senko Digital LLC,荷兰 北荷兰省 阿姆斯特丹,144.31.134.0/24,1,144.31.134.42
8221,Senko Digital LLC,德国 黑森州 法兰克福,144.31.138.0/24,1,144.31.138.112
8222,Xorek.Cloud Frankfurt,德国 黑森州 法兰克福,144.31.141.0/24,1,144.31.141.157
8223,Xorek.Cloud Helsinki,芬兰 新地区 赫尔辛基,144.31.143.0/24,1,144.31.143.6
8224,Xorek.Cloud Helsinki,芬兰 新地区 赫尔辛基,144.31.152.0/24,1,144.31.152.127
8225,nuxt.cloud hosting provider,德国 黑森州 法兰克福,144.31.154.0/24,1,144.31.154.198
8226,nuxt.cloud hosting provider,芬兰 新地区 赫尔辛基,144.31.155.0/24,1,144.31.155.232
8227,Play2go International Limited,芬兰 新地区 赫尔辛基,144.31.156.0/24,1,144.31.156.174
8228,NetGrid Host LTD,德国 北莱茵-威斯特法伦 杜塞尔多夫,144.31.159.0/24,1,144.31.159.91
8229,Play2go International Limited,德国 黑森州 法兰克福,144.31.164.0/24,1,144.31.164.87
8230,1Cent Host,德国 黑森州 法兰克福,144.31.168.0/24,1,144.31.168.189
8231,1Cent Host,波兰 Mazovia 华沙,144.31.171.0/24,1,144.31.171.82
8232,CHSL Helsinki,芬兰 新地区 赫尔辛基,144.31.184.0/24,1,144.31.184.200
8233,Xorek.Cloud Frankfurt,德国 黑森州 法兰克福,144.31.186.0/24,1,144.31.186.212
8234,nuxt.cloud hosting provider,德国 黑森州 法兰克福,144.31.189.0/24,1,144.31.189.10
8235,nuxt.cloud hosting provider,荷兰 北荷兰省 阿姆斯特丹,144.31.200.0/24,1,144.31.200.207
8236,Play2go International Limited,荷兰 北荷兰省 阿姆斯特丹,144.31.207.0/24,1,144.31.207.208
8237,Play2go International Limited,芬兰 新地区 赫尔辛基,144.31.212.0/24,1,144.31.212.58
8238,SERV.HOST GROUP LTD,德国 黑森州 法兰克福,144.31.219.0/24,1,144.31.219.68
8239,Play2go International Limited,荷兰 北荷兰省 阿姆斯特丹,144.31.234.0/24,1,144.31.234.82
8240,SERV.HOST GROUP LTD,瑞典 Stockholm County 斯德哥尔摩,144.31.240.0/24,1,144.31.240.86
8241,SERV.HOST GROUP LTD,丹麦 Capital Region 哥本哈根,144.31.242.0/24,1,144.31.242.20
8242,SERV.HOST GROUP LTD,芬兰 新地区 赫尔辛基,144.31.249.0/24,1,144.31.249.101
8243,nuxt.cloud hosting provider,德国 黑森州 法兰克福,144.31.250.0/24,1,144.31.250.113
8244,Nekobyte International Limited,德国 黑森州 法兰克福,144.31.251.0/24,1,144.31.251.97
8245,u1host ltd,德国 黑森州 法兰克福,144.31.255.0/24,1,144.31.255.156
8246,Cluster Logic Inc,美国 加州 洛杉矶,144.34.161.0/24,1,144.34.161.46
8247,Cluster Logic Inc,美国 加州 洛杉矶,144.34.183.0/24,1,144.34.183.71
8248,Cluster Logic Inc,美国 加州 洛杉矶,144.34.226.0/24,1,144.34.226.35
8249,Cluster Logic Inc,美国 加州 洛杉矶,144.34.237.0/24,1,144.34.237.48
8250,Contabo GmbH,法国 大東部大區 Lauterbourg,144.91.67.0/24,1,144.91.67.143
8251,Contabo GmbH,法国 大東部大區 Lauterbourg,144.91.77.0/24,1,144.91.77.167
8252,Contabo GmbH,法国 大東部大區 Lauterbourg,144.91.81.0/24,1,144.91.81.243
8253,Contabo GmbH,法国 大東部大區 Lauterbourg,144.91.85.0/24,1,144.91.85.183
8254,Contabo GmbH,法国 大東部大區 Lauterbourg,144.91.90.0/24,1,144.91.90.91
8255,Contabo GmbH,法国 大東部大區 Lauterbourg,144.91.116.0/24,1,144.91.116.209
8256,Contabo GmbH,法国 大東部大區 Lauterbourg,144.91.124.0/24,1,144.91.124.149
8257,Servers Tech Fzco,荷兰 北荷兰省 阿姆斯特丹,144.124.224.0/24,1,144.124.224.75
8258,Servers Tech Fzco,荷兰 北荷兰省 阿姆斯特丹,144.124.226.0/24,1,144.124.226.215
8259,Servers Tech Fzco,荷兰 北荷兰省 阿姆斯特丹,144.124.237.0/24,1,144.124.237.204
8260,Servers Tech Fzco,荷兰 北荷兰省 阿姆斯特丹,144.124.238.0/24,1,144.124.238.55
8261,Servers Tech Fzco,荷兰 北荷兰省 阿姆斯特丹,144.124.245.0/24,1,144.124.245.51
8262,Contabo Inc,美国 密苏里州 圣路易斯,144.126.139.0/24,1,144.126.139.22
8263,"DigitalOcean, LLC",英国 英格兰 Slough,144.126.201.0/24,1,144.126.201.81
8264,"DigitalOcean, LLC",美国 加州 圣克拉拉,144.126.210.0/24,1,144.126.210.52
8265,"DigitalOcean, LLC",美国 加州 圣克拉拉,144.126.212.0/24,1,144.126.212.191
8266,"DigitalOcean, LLC",美国 加州 圣克拉拉,144.126.221.0/24,1,144.126.221.198
8267,"DigitalOcean, LLC",英国 英格兰 Slough,144.126.230.0/24,1,144.126.230.21
8268,"DigitalOcean, LLC",英国 英格兰 Slough,144.126.237.0/24,1,144.126.237.116
8269,"DigitalOcean, LLC",英国 英格兰 Slough,144.126.239.0/24,1,144.126.239.205
8270,IT7 Networks Inc,美国 加州 洛杉矶,144.168.61.0/24,1,144.168.61.162
8271,FranTech Solutions,阿联酋 Dubai 迪拜,144.172.88.0/24,1,144.172.88.236
8272,RouterHosting LLC,美国 猶他州 奥格登,144.172.94.0/24,1,144.172.94.126
8273,FranTech Solutions,美国 纽约州 Staten Island,144.172.97.0/24,1,144.172.97.63
8274,FranTech Solutions,美国 内华达州 拉斯维加斯,144.172.102.0/24,1,144.172.102.232
8275,FranTech Solutions,美国 内华达州 拉斯维加斯,144.172.105.0/24,1,144.172.105.106
8276,FranTech Solutions,美国 内华达州 拉斯维加斯,144.172.108.0/24,1,144.172.108.57
8277,FranTech Solutions,美国 内华达州 拉斯维加斯,144.172.110.0/24,1,144.172.110.87
8278,FranTech Solutions,美国 内华达州 拉斯维加斯,144.172.111.0/24,1,144.172.111.252
8279,FranTech Solutions,美国 猶他州 奥格登,144.172.115.0/24,1,144.172.115.141
8280,"Vultr Holdings, LLC",美国 新泽西州 Piscataway,144.202.11.0/24,1,144.202.11.133
8281,"Vultr Holdings, LLC",美国 乔治亚 亚特兰大,144.202.19.0/24,1,144.202.19.5
8282,"Vultr Holdings, LLC",美国 乔治亚 亚特兰大,144.202.29.0/24,1,144.202.29.75
8283,"Vultr Holdings, LLC",美国 伊利诺伊州 Elk Grove Village,144.202.56.0/24,1,144.202.56.179
8284,"Vultr Holdings, LLC",美国 伊利诺伊州 Elk Grove Village,144.202.59.0/24,1,144.202.59.138
8285,"Vultr Holdings, LLC",美国 得克萨斯州 達拉斯,144.202.66.0/24,1,144.202.66.200
8286,"Vultr Holdings, LLC",美国 得克萨斯州 達拉斯,144.202.69.0/24,1,144.202.69.101
8287,"Vultr Holdings, LLC",美国 得克萨斯州 達拉斯,144.202.72.0/24,1,144.202.72.104
8288,"Vultr Holdings, LLC",美国 加州 聖荷西,144.202.103.0/24,1,144.202.103.142
8289,"Vultr Holdings, LLC",美国 加州 聖荷西,144.202.108.0/24,1,144.202.108.119
8290,"Vultr Holdings, LLC",美国 加州 聖荷西,144.202.111.0/24,1,144.202.111.154
8291,"Vultr Holdings, LLC",美国 加州 洛杉矶,144.202.121.0/24,1,144.202.121.68
8292,"Vultr Holdings, LLC",美国 加州 洛杉矶,144.202.122.0/24,1,144.202.122.49
8293,"Vultr Holdings, LLC",美国 加州 洛杉矶,144.202.123.0/24,1,144.202.123.69
8294,"Vultr Holdings, LLC",美国 加州 洛杉矶,144.202.126.0/24,1,144.202.126.90
8295,"OVH Hosting, Inc.",加拿大 Quebec Beauharnois,144.217.12.0/24,1,144.217.12.20
8296,"OVH Hosting, Inc.",加拿大 Quebec Beauharnois,144.217.92.0/24,1,144.217.92.9
8297,"OVH Hosting, Inc.",加拿大 Quebec Beauharnois,144.217.93.0/24,1,144.217.93.183
8298,"OVH Hosting, Inc.",加拿大 Quebec Beauharnois,144.217.162.0/24,1,144.217.162.188
8299,CNServer LLC,美国 密苏里州 堪薩斯城,144.225.8.0/24,1,144.225.8.47
8300,CNServer LLC,美国 加州 洛杉矶,144.225.124.0/24,1,144.225.124.181
8301,CNServer LLC,美国 加州 洛杉矶,144.225.187.0/24,1,144.225.187.240
8302,Evoxt (CH),瑞士 苏黎世州 苏黎世,144.225.188.0/24,1,144.225.188.205
8303,Panstar Cloud Limited,美国 加州 洛杉矶,144.225.255.0/24,1,144.225.255.169
8304,Podaon SIA,德国 黑森州 法兰克福,145.63.132.0/24,1,145.63.132.94
8305,Podaon SIA,波兰 大波兰省 波茲南,145.63.134.0/24,1,145.63.134.175
8306,Podaon SIA,美国 新泽西州 爱迪生,145.63.136.0/24,1,145.63.136.194
8307,Podaon SIA,荷兰 北荷兰省 Oude Meer,145.63.138.0/24,1,145.63.138.196
8308,Regxa Company for Information Technology Ltd,法国 法兰西岛 巴黎,145.223.69.0/24,1,145.223.69.87
8309,OVH,法国 上法兰西大区 鲁贝,145.239.78.0/24,1,145.239.78.20
8310,OVH Sp. z o. o,波兰 下西里西亚省 弗罗茨瓦夫,145.239.85.0/24,1,145.239.85.117
8311,OVH Sp. z o. o,波兰 下西里西亚省 弗罗茨瓦夫,145.239.88.0/24,1,145.239.88.255
8312,OVH Sp. z o. o,波兰 下西里西亚省 弗罗茨瓦夫,145.239.90.0/24,1,145.239.90.29
8313,OVH Sp. z o. o,波兰 下西里西亚省 弗罗茨瓦夫,145.239.91.0/24,1,145.239.91.9
8314,Oracle Cloud Infrastructure (eu-paris-1),法国 法兰西岛 巴黎,145.241.163.0/24,1,145.241.163.196
8315,Oracle Cloud Infrastructure (uk-london-1),英国 英格兰 伦敦,145.241.230.0/24,1,145.241.230.227
8316,HOSTKEY,荷兰 北荷兰省 阿姆斯特丹,146.0.73.0/24,1,146.0.73.251
8317,Hexanode SARL,法国 奧弗涅-羅訥-阿爾卑斯大區 里昂,146.19.168.0/24,1,146.19.168.188
8318,"Cloud Hosting Solutions, Limited",德国 黑森州 法兰克福,146.19.207.0/24,1,146.19.207.133
8319,Alexhost SRL,摩尔多瓦 Chișinău Municipality 基希讷乌,146.19.213.0/24,1,146.19.213.60
